NO_CURSO,Rede,Grau,NO_REGIAO_IES,QT_ING_TOTAL,QT_DESV_TOTAL,ano
Hotelaria,Privada,Tecnólogo,Sul,729,156,2023
Informática,Privada,Licenciatura,Sul,1767,684,2023
Instrumentação Cirúrgica,Privada,Tecnólogo,Sul,690,211,2023
Inteligência Artificial,Privada,Tecnólogo,Centro-Oeste,11,8,2023
Inteligência Artificial,Privada,Tecnólogo,Nordeste,70,26,2023
Inteligência Artificial,Privada,Tecnólogo,Norte,2,0,2023
Inteligência Artificial,Privada,Tecnólogo,Sudeste,295,96,2023
Inteligência Artificial,Privada,Tecnólogo,Sul,29,11,2023
Inteligência Artificial Aplicada,Privada,Tecnólogo,Sudeste,2,0,2023
Inteligência Artificial Aplicada,Privada,Tecnólogo,Sul,206,94,2023
Inteligência De Mercado E Análise De Dados,Privada,Tecnólogo,Centro-Oeste,128,75,2023
Inteligência De Mercado E Análise De Dados,Privada,Tecnólogo,Sudeste,66,20,2023
Inteligência De Mercado E Análise De Dados,Privada,Tecnólogo,Sul,315,191,2023
Inteligência De Negócios,Privada,Tecnólogo,Nordeste,161,45,2023
Interdisciplinar Em Artes,Pública,Licenciatura,Nordeste,166,19,2023
Interdisciplinar Em Ciência E Tecnologia,Pública,Bacharelado,Sul,27,21,2023
Interdisciplinar Em Humanidades,Privada,Bacharelado,Sudeste,22,9,2023
Interdisciplinar Em Negócios,Privada,Bacharelado,Sul,274,169,2023
Interdisciplinar Em Saúde,Privada,Bacharelado,Sudeste,63,19,2023
Interdisciplinar Em Saúde,Privada,Bacharelado,Sul,173,58,2023
Internet Das Coisas,Privada,Tecnólogo,Nordeste,21,7,2023
Internet Das Coisas,Privada,Tecnólogo,Norte,1,1,2023
Internet Das Coisas,Privada,Tecnólogo,Sudeste,125,52,2023
Internet Das Coisas,Privada,Tecnólogo,Sul,22,3,2023
Internet Das Coisas E Computação Em Nuvem,Privada,Tecnólogo,Sudeste,87,49,2023
Investigação E Perícia,Privada,Tecnólogo,Sul,1,1,2023
Investigação E Perícia Criminal,Privada,Tecnólogo,Centro-Oeste,994,634,2023
Investigação E Perícia Criminal,Privada,Tecnólogo,Sudeste,1239,711,2023
Investigação E Perícia Criminal,Privada,Tecnólogo,Sul,7016,4828,2023
Investigação E Perícia Judicial E Extrajudicial,Privada,Tecnólogo,Sul,153,25,2023
Investigação Forense E Perícia Criminal,Privada,Tecnólogo,Centro-Oeste,308,81,2023
Investigação Forense E Perícia Criminal,Privada,Tecnólogo,Nordeste,562,92,2023
Investigação Forense E Perícia Criminal,Privada,Tecnólogo,Sudeste,7555,4269,2023
Investigação Forense E Perícia Criminal,Privada,Tecnólogo,Sul,12761,7986,2023
Investigação Forense E Perícia Judicial,Privada,Tecnólogo,Sul,290,51,2023
Investigação Profissional,Privada,Tecnólogo,Sul,307,112,2023
Jogos Digitais,Privada,Tecnólogo,Centro-Oeste,120,56,2023
Jogos Digitais,Privada,Tecnólogo,Nordeste,77,17,2023
Jogos Digitais,Privada,Tecnólogo,Sudeste,1519,646,2023
Jogos Digitais,Privada,Tecnólogo,Sul,1834,791,2023
Jornalismo,Privada,Bacharelado,Centro-Oeste,390,196,2023
Jornalismo,Privada,Bacharelado,Nordeste,245,40,2023
Jornalismo,Privada,Bacharelado,Sudeste,3341,1641,2023
Jornalismo,Privada,Bacharelado,Sul,4342,2052,2023
Jornalismo Digital,Privada,Bacharelado,Sul,540,219,2023
Letras,Privada,Bacharelado,Sul,591,212,2023
Letras,Privada,Licenciatura,Centro-Oeste,24,3,2023
Letras,Privada,Licenciatura,Nordeste,182,48,2023
Letras,Privada,Licenciatura,Norte,42,13,2023
Letras,Privada,Licenciatura,Sudeste,1341,417,2023
Letras,Privada,Licenciatura,Sul,67,52,2023
Letras,Pública,Licenciatura,Nordeste,298,49,2023
Letras,Pública,Licenciatura,Sudeste,1954,1356,2023
Letras - Alemão,Privada,Licenciatura,Sul,149,63,2023
Letras - Espanhol,Privada,Licenciatura,Centro-Oeste,17,2,2023
Letras - Espanhol,Privada,Licenciatura,Nordeste,14,3,2023
Letras - Espanhol,Privada,Licenciatura,Norte,4,1,2023
Letras - Espanhol,Privada,Licenciatura,Sudeste,313,108,2023
Letras - Espanhol,Privada,Licenciatura,Sul,917,332,2023
Letras - Espanhol,Pública,Licenciatura,Nordeste,191,33,2023
Letras - Espanhol,Pública,Licenciatura,Sul,129,6,2023
Letras - Inglês,Privada,Licenciatura,Centro-Oeste,205,64,2023
Letras - Inglês,Privada,Licenciatura,Nordeste,52,12,2023
Letras - Inglês,Privada,Licenciatura,Norte,26,11,2023
Letras - Inglês,Privada,Licenciatura,Sudeste,3308,1698,2023
Letras - Inglês,Privada,Licenciatura,Sul,5384,2311,2023
Letras - Inglês,Pública,Licenciatura,Centro-Oeste,154,0,2023
Letras - Inglês,Pública,Licenciatura,Nordeste,153,27,2023
Letras - Inglês,Pública,Licenciatura,Sudeste,138,11,2023
Letras - Inglês,Pública,Licenciatura,Sul,164,9,2023
Letras - Libras,Privada,Bacharelado,Sudeste,37,3,2023
Letras - Libras,Privada,Bacharelado,Sul,785,259,2023
Letras - Libras,Privada,Licenciatura,Nordeste,11,2,2023
Letras - Libras,Privada,Licenciatura,Sudeste,558,222,2023
Letras - Libras,Privada,Licenciatura,Sul,3453,1463,2023
Letras - Libras,Pública,Licenciatura,Nordeste,1,1,2023
Letras - Libras,Pública,Licenciatura,Sudeste,172,0,2023
Letras - Libras - Língua Portuguesa,Privada,Licenciatura,Centro-Oeste,31,5,2023
Letras - Libras - Língua Portuguesa,Privada,Licenciatura,Sudeste,494,199,2023
Letras - Lingua Espanhola,Pública,Licenciatura,Nordeste,119,53,2023
Letras - Língua Inglesa,Privada,Licenciatura,Nordeste,277,124,2023
Letras - Língua Inglesa,Pública,Licenciatura,Centro-Oeste,191,20,2023
Letras - Língua Inglesa,Pública,Licenciatura,Nordeste,240,31,2023
Letras - Língua Inglesa,Pública,Licenciatura,Norte,185,44,2023
Letras - Língua Portuguesa,Privada,Bacharelado,Centro-Oeste,33,9,2023
Letras - Língua Portuguesa,Privada,Bacharelado,Sudeste,674,257,2023
Letras - Língua Portuguesa,Privada,Bacharelado,Sul,201,72,2023
Letras - Língua Portuguesa,Privada,Licenciatura,Centro-Oeste,131,24,2023
Letras - Língua Portuguesa,Privada,Licenciatura,Nordeste,48,21,2023
Letras - Língua Portuguesa,Privada,Licenciatura,Sudeste,1935,904,2023
Letras - Língua Portuguesa,Privada,Licenciatura,Sul,3055,857,2023
Letras - Língua Portuguesa,Pública,Licenciatura,Nordeste,1347,575,2023
Letras - Língua Portuguesa,Pública,Licenciatura,Sudeste,633,109,2023
Letras - Língua Portuguesa E Libras,Privada,Licenciatura,Sudeste,19,0,2023
Letras - Língua Portuguesa E Libras,Privada,Licenciatura,Sul,839,159,2023
Letras - Língua Portuguesa E Libras,Pública,Licenciatura,Nordeste,167,17,2023
Letras - Língua Portuguesa E Língua Inglesa,Privada,Licenciatura,Centro-Oeste,53,30,2023
Letras - Língua Portuguesa E Língua Inglesa,Privada,Licenciatura,Sudeste,61,26,2023
Letras - Língua Portuguesa E Língua Inglesa,Pública,Licenciatura,Sul,307,52,2023
Letras - Língua Portuguesa E Respectiva Literatura,Pública,Licenciatura,Centro-Oeste,151,6,2023
"Letras - Língua Portuguesa, Língua Inglesa E Respectivas Literaturas",Pública,Licenciatura,Sudeste,35,4,2023
Letras - Português,Privada,Licenciatura,Centro-Oeste,268,162,2023
Letras - Português,Privada,Licenciatura,Nordeste,455,163,2023
Letras - Português,Privada,Licenciatura,Sudeste,2430,1316,2023
Letras - Português,Privada,Licenciatura,Sul,8282,3861,2023
Letras - Português,Pública,Licenciatura,Nordeste,639,50,2023
Letras - Português,Pública,Licenciatura,Norte,374,5,2023
Letras - Português,Pública,Licenciatura,Sudeste,442,46,2023
Letras - Português,Pública,Licenciatura,Sul,771,266,2023
Letras - Português E Espanhol,Privada,Licenciatura,Centro-Oeste,103,57,2023
Letras - Português E Espanhol,Privada,Licenciatura,Nordeste,10,3,2023
Letras - Português E Espanhol,Privada,Licenciatura,Sudeste,854,392,2023
Letras - Português E Espanhol,Privada,Licenciatura,Sul,752,367,2023
Letras - Português E Espanhol,Pública,Licenciatura,Centro-Oeste,317,22,2023
Letras - Português E Inglês,Privada,Licenciatura,Centro-Oeste,538,242,2023
Letras - Português E Inglês,Privada,Licenciatura,Nordeste,120,52,2023
Letras - Português E Inglês,Privada,Licenciatura,Sudeste,4877,2557,2023
Letras - Português E Inglês,Privada,Licenciatura,Sul,8055,4801,2023
Letras - Português E Inglês,Pública,Licenciatura,Sul,114,41,2023
Letras - Português E Japonês,Privada,Licenciatura,Nordeste,1,1,2023
Letras - Português E Japonês,Privada,Licenciatura,Sudeste,217,112,2023
Letras - Português E Japonês,Privada,Licenciatura,Sul,10,3,2023
Letras - Português E Literatura,Privada,Licenciatura,Nordeste,4,0,2023
Letras - Português E Literatura,Privada,Licenciatura,Sudeste,8,1,2023
Letras - Português E Literaturas,Privada,Licenciatura,Sudeste,5,1,2023
Letras - Português-Inglês,Privada,Licenciatura,Sul,32,9,2023
Letras Com Português E Espanhol,Privada,Licenciatura,Nordeste,2,0,2023
Letras Libras - Tradutor/Intérprete Em Libras,Pública,Bacharelado,Centro-Oeste,33,28,2023
Letras Português E Inglês,Privada,Licenciatura,Sudeste,10,5,2023
Licenciatura Em Educação Especial,Privada,Licenciatura,Sul,140,0,2023
"Licenciatura Integrada Em Ciências, Matemática E Linguagens",Pública,Licenciatura,Norte,216,6,2023
Logística,Privada,Tecnólogo,Centro-Oeste,2872,1469,2023
Logística,Privada,Tecnólogo,Nordeste,2239,958,2023
Logística,Privada,Tecnólogo,Norte,239,43,2023
Logística,Privada,Tecnólogo,Sudeste,30761,13034,2023
Logística,Privada,Tecnólogo,Sul,42662,22650,2023
Logística,Pública,Tecnólogo,Sudeste,78,28,2023
Manutenção De Aeronaves,Privada,Tecnólogo,Sudeste,3,0,2023
Manutenção Industrial,Privada,Tecnólogo,Sudeste,13,5,2023
Manutenção Industrial,Privada,Tecnólogo,Sul,421,305,2023
Marketing,Privada,Bacharelado,Sul,482,275,2023
Marketing,Privada,Tecnólogo,Centro-Oeste,1162,648,2023
Marketing,Privada,Tecnólogo,Nordeste,2223,679,2023
Marketing,Privada,Tecnólogo,Norte,67,6,2023
Marketing,Privada,Tecnólogo,Sudeste,16523,8082,2023
Marketing,Privada,Tecnólogo,Sul,16324,8694,2023
Marketing,Pública,Tecnólogo,Sudeste,62,15,2023
Marketing Digital,Privada,Tecnólogo,Centro-Oeste,1182,673,2023
Marketing Digital,Privada,Tecnólogo,Nordeste,1269,373,2023
Marketing Digital,Privada,Tecnólogo,Sudeste,10695,3999,2023
Marketing Digital,Privada,Tecnólogo,Sul,14590,7290,2023
Marketing Digital E Data Science,Privada,Tecnólogo,Sudeste,212,144,2023
Massoterapia,Privada,Tecnólogo,Sul,1335,311,2023
Matemática,Privada,Bacharelado,Centro-Oeste,21,2,2023
Matemática,Privada,Bacharelado,Nordeste,4,2,2023
Matemática,Privada,Bacharelado,Sudeste,747,343,2023
Matemática,Privada,Bacharelado,Sul,500,184,2023
Matemática,Privada,Licenciatura,Centro-Oeste,542,242,2023
Matemática,Privada,Licenciatura,Nordeste,356,82,2023
Matemática,Privada,Licenciatura,Norte,36,0,2023
Matemática,Privada,Licenciatura,Sudeste,6812,2893,2023
Matemática,Privada,Licenciatura,Sul,12962,6241,2023
Matemática,Pública,Licenciatura,Centro-Oeste,560,123,2023
Matemática,Pública,Licenciatura,Nordeste,2002,491,2023
Matemática,Pública,Licenciatura,Norte,295,34,2023
Matemática,Pública,Licenciatura,Sudeste,1576,927,2023
Matemática,Pública,Licenciatura,Sul,690,197,2023
Mecatrônica Automotiva,Privada,Tecnólogo,Sul,961,240,2023
Mecatrônica Industrial,Privada,Tecnólogo,Sudeste,91,19,2023
Mediação,Privada,Tecnólogo,Centro-Oeste,44,26,2023
Mediação,Privada,Tecnólogo,Nordeste,40,8,2023
Mediação,Privada,Tecnólogo,Sudeste,598,266,2023
Mediação,Privada,Tecnólogo,Sul,699,340,2023
"Mediação, Conciliação E Arbitragem",Privada,Tecnólogo,Sul,291,74,2023
Medicina Veterinária,Privada,Bacharelado,Centro-Oeste,20,0,2023
Medicina Veterinária,Privada,Bacharelado,Nordeste,150,61,2023
Medicina Veterinária,Privada,Bacharelado,Sudeste,1241,303,2023
Medicina Veterinária,Privada,Bacharelado,Sul,1622,493,2023
Mercado Financeiro E De Capitais,Privada,Tecnólogo,Centro-Oeste,36,8,2023
Mercado Financeiro E De Capitais,Privada,Tecnólogo,Sudeste,17,3,2023
Mineração,Privada,Tecnólogo,Sudeste,5,4,2023
Mineração,Pública,Tecnólogo,Sul,68,0,2023
Ministério Pastoral,Privada,Tecnólogo,Sul,194,63,2023
Moda,Privada,Bacharelado,Sudeste,147,83,2023
Museologia,Privada,Bacharelado,Sudeste,58,31,2023
Museologia,Privada,Bacharelado,Sul,280,79,2023
Mídias Digitais,Privada,Tecnólogo,Nordeste,17,14,2023
Mídias Digitais,Privada,Tecnólogo,Sudeste,2,2,2023
Mídias Digitais,Privada,Tecnólogo,Sul,1552,651,2023
Mídias Sociais Digitais,Pública,Tecnólogo,Centro-Oeste,308,13,2023
Mídias Sociais E Digitais,Privada,Tecnólogo,Sul,51,16,2023
Música,Privada,Bacharelado,Sudeste,191,125,2023
Música,Privada,Licenciatura,Sudeste,1028,579,2023
Música,Privada,Licenciatura,Sul,5418,2420,2023
Música,Pública,Licenciatura,Centro-Oeste,54,4,2023
Música,Pública,Licenciatura,Nordeste,310,19,2023
Música - Música Popular Brasileira,Pública,Licenciatura,Nordeste,142,14,2023
Naturologia,Privada,Bacharelado,Nordeste,4,2,2023
Naturologia,Privada,Bacharelado,Sudeste,342,104,2023
Naturologia,Privada,Bacharelado,Sul,29,14,2023
Naturopatia,Privada,Tecnólogo,Sul,45,4,2023
Negócios Digitais,Privada,Tecnólogo,Sul,100,18,2023
Negócios Imobiliários,Privada,Tecnólogo,Centro-Oeste,427,143,2023
Negócios Imobiliários,Privada,Tecnólogo,Nordeste,81,38,2023
Negócios Imobiliários,Privada,Tecnólogo,Sudeste,4114,2089,2023
Negócios Imobiliários,Privada,Tecnólogo,Sul,5609,2581,2023
Negócios Internacionais,Privada,Bacharelado,Sul,6,0,2023
Nutrição,Privada,Bacharelado,Centro-Oeste,729,354,2023
Nutrição,Privada,Bacharelado,Nordeste,2394,859,2023
Nutrição,Privada,Bacharelado,Norte,341,128,2023
Nutrição,Privada,Bacharelado,Sudeste,18482,7808,2023
Nutrição,Privada,Bacharelado,Sul,31415,18279,2023
Oftálmica,Privada,Tecnólogo,Sul,210,0,2023
Optometria,Privada,Bacharelado,Sul,265,64,2023
Paisagismo E Jardinagem,Privada,Tecnólogo,Sul,664,215,2023
Pedagogia,Privada,Bacharelado,Norte,3,0,2023
Pedagogia,Privada,Licenciatura,Centro-Oeste,14530,6778,2023
Pedagogia,Privada,Licenciatura,Nordeste,18187,4525,2023
Pedagogia,Privada,Licenciatura,Norte,1607,315,2023
Pedagogia,Privada,Licenciatura,Sudeste,109714,42967,2023
Pedagogia,Privada,Licenciatura,Sul,190618,106201,2023
Pedagogia,Pública,Licenciatura,Centro-Oeste,764,25,2023
Pedagogia,Pública,Licenciatura,Nordeste,2662,230,2023
Pedagogia,Pública,Licenciatura,Norte,582,30,2023
Pedagogia,Pública,Licenciatura,Sudeste,5977,3151,2023
Pedagogia,Pública,Licenciatura,Sul,1440,362,2023
Pedagogia - Docencia Da Educação Infantil/Administração Educacional,Privada,Licenciatura,Norte,117,0,2023
Pedagogia E Educação Profissional E Tecnológica,Pública,Licenciatura,Sudeste,167,9,2023
Pedagogia Em Educação Profissional E Tecnológica,Pública,Licenciatura,Centro-Oeste,635,144,2023
Pedagogia Em Educação Profissional E Tecnológica,Pública,Licenciatura,Nordeste,175,0,2023
Pedagogia Em Educação Profissional E Tecnológica,Pública,Licenciatura,Norte,275,25,2023
Perícia Judicial E Extrajudicial,Privada,Tecnólogo,Sul,507,145,2023
Pilotagem Profissional De Aeronaves,Privada,Tecnólogo,Sudeste,1,0,2023
Podologia,Privada,Tecnólogo,Centro-Oeste,61,43,2023
Podologia,Privada,Tecnólogo,Nordeste,342,137,2023
Podologia,Privada,Tecnólogo,Norte,15,7,2023
Podologia,Privada,Tecnólogo,Sudeste,798,328,2023
Podologia,Privada,Tecnólogo,Sul,10453,5094,2023
Processos Cervejeiros,Privada,Tecnólogo,Sul,33,0,2023
Processos Escolares,Privada,Tecnólogo,Centro-Oeste,7,0,2023
Processos Escolares,Privada,Tecnólogo,Sudeste,272,92,2023
Processos Escolares,Privada,Tecnólogo,Sul,222,23,2023
Processos Gerenciais,Privada,Tecnólogo,Centro-Oeste,1112,441,2023
Processos Gerenciais,Privada,Tecnólogo,Nordeste,857,293,2023
Processos Gerenciais,Privada,Tecnólogo,Norte,27,6,2023
Processos Gerenciais,Privada,Tecnólogo,Sudeste,12848,5278,2023
Processos Gerenciais,Privada,Tecnólogo,Sul,21784,11116,2023
Processos Gerenciais,Pública,Tecnólogo,Centro-Oeste,326,140,2023
Processos Gerenciais,Pública,Tecnólogo,Sudeste,5885,3111,2023
Processos Gerenciais,Pública,Tecnólogo,Sul,7,2,2023
Processos Metalúrgicos,Privada,Tecnólogo,Sudeste,51,24,2023
Processos Químicos,Privada,Tecnólogo,Centro-Oeste,82,54,2023
Processos Químicos,Privada,Tecnólogo,Sul,1147,273,2023
Produção Audiovisual,Privada,Tecnólogo,Centro-Oeste,173,60,2023
Produção Audiovisual,Privada,Tecnólogo,Sudeste,547,183,2023
Produção Audiovisual,Privada,Tecnólogo,Sul,489,178,2023
Produção Audiovisual,Pública,Tecnólogo,Sul,20,9,2023
Produção Cervejeira,Privada,Tecnólogo,Centro-Oeste,36,21,2023
Produção Cervejeira,Privada,Tecnólogo,Sudeste,35,15,2023
Produção Cervejeira,Privada,Tecnólogo,Sul,503,288,2023
Produção Cultural,Privada,Tecnólogo,Nordeste,3,0,2023
Produção Cultural,Privada,Tecnólogo,Sudeste,301,160,2023
Produção Cultural,Privada,Tecnólogo,Sul,438,123,2023
Produção De Cerveja,Privada,Tecnólogo,Sul,137,75,2023
Produção De Conteúdo Digital,Privada,Tecnólogo,Centro-Oeste,9,3,2023
Produção De Conteúdo Digital,Privada,Tecnólogo,Sudeste,110,31,2023
Produção De Conteúdo Digital,Privada,Tecnólogo,Sul,30,9,2023
Produção De Conteúdos Digitais,Privada,Tecnólogo,Sudeste,13,7,2023
Produção Multimídia,Privada,Tecnólogo,Sudeste,200,74,2023
Produção Multimídia,Privada,Tecnólogo,Sul,58,7,2023
Produção Multimídia,Pública,Tecnólogo,Nordeste,125,36,2023
Produção Multimídia Em Realidade Aumentada,Privada,Tecnólogo,Sudeste,61,27,2023
Produção Multimídia Em Realidade Aumentada,Privada,Tecnólogo,Sul,3,2,2023
Produção Publicitária,Privada,Tecnólogo,Centro-Oeste,32,9,2023
Produção Publicitária,Privada,Tecnólogo,Nordeste,15,6,2023
Produção Publicitária,Privada,Tecnólogo,Sudeste,184,85,2023
Produção Publicitária,Privada,Tecnólogo,Sul,177,0,2023
Programa Especial De Formação Pedagógica,Privada,Licenciatura,Sul,25,9,2023
Programa Especial De Graduação De Formação De Professores Para A Educação Profissional,Pública,Licenciatura,Sul,122,11,2023
Práticas Integrativas E Complementares,Privada,Tecnólogo,Sul,1076,371,2023
Psicanálise,Privada,Bacharelado,Nordeste,9,2,2023
Psicanálise,Privada,Bacharelado,Sudeste,1085,408,2023
Psicanálise,Privada,Bacharelado,Sul,6741,1984,2023
Psicomotricidade,Privada,Bacharelado,Sul,10,2,2023
Psicomotricidade,Privada,Tecnólogo,Sul,498,16,2023
Psicomotricidade E Ludicidade Na Educação Infantil,Privada,Tecnólogo,Sul,253,53,2023
Psicopedagogia,Privada,Bacharelado,Centro-Oeste,702,270,2023
Psicopedagogia,Privada,Bacharelado,Nordeste,105,44,2023
Psicopedagogia,Privada,Bacharelado,Sudeste,5115,1625,2023
Psicopedagogia,Privada,Bacharelado,Sul,9657,4881,2023
Psicopedagogia,Privada,Licenciatura,Nordeste,37,27,2023
Psicopedagogia,Privada,Licenciatura,Sudeste,375,136,2023
Psicopedagogia,Privada,Licenciatura,Sul,4155,1845,2023
Publicidade E Propaganda,Privada,Bacharelado,Centro-Oeste,447,205,2023
Publicidade E Propaganda,Privada,Bacharelado,Nordeste,351,38,2023
Publicidade E Propaganda,Privada,Bacharelado,Sudeste,5041,2192,2023
Publicidade E Propaganda,Privada,Bacharelado,Sul,6232,3067,2023
Publicidade E Propaganda,Pública,Bacharelado,Sul,20,2,2023
Publicidade E Propaganda - Marketing,Privada,Bacharelado,Centro-Oeste,223,125,2023
Publicidade E Propaganda - Marketing,Privada,Bacharelado,Sudeste,114,36,2023
Publicidade E Propaganda - Marketing,Privada,Bacharelado,Sul,1055,422,2023
Qualidade De Vida Na Contemporaneidade,Privada,Tecnólogo,Sul,58,17,2023
Quiropraxia,Privada,Bacharelado,Sul,55,7,2023
Quiropraxia,Privada,Tecnólogo,Sul,211,32,2023
Química,Privada,Bacharelado,Centro-Oeste,208,98,2023
Química,Privada,Bacharelado,Nordeste,7,1,2023
Química,Privada,Bacharelado,Sudeste,1511,634,2023
Química,Privada,Bacharelado,Sul,2117,881,2023
Química,Privada,Licenciatura,Centro-Oeste,18,6,2023
Química,Privada,Licenciatura,Nordeste,11,4,2023
Química,Privada,Licenciatura,Sudeste,1419,480,2023
Química,Privada,Licenciatura,Sul,2227,945,2023
Química,Pública,Licenciatura,Centro-Oeste,63,6,2023
Química,Pública,Licenciatura,Nordeste,706,150,2023
Química,Pública,Licenciatura,Norte,204,2,2023
Química,Pública,Licenciatura,Sudeste,205,61,2023
Radiologia,Privada,Tecnólogo,Centro-Oeste,396,193,2023
Radiologia,Privada,Tecnólogo,Nordeste,193,49,2023
Radiologia,Privada,Tecnólogo,Sudeste,7040,3498,2023
Radiologia,Privada,Tecnólogo,Sul,11314,5636,2023
"Recrutamento, Seleção E Desenvolvimento De Pessoas",Privada,Tecnólogo,Sul,41,15,2023
Recursos Humanos,Privada,Tecnólogo,Centro-Oeste,36,6,2023
Redes De Computadores,Privada,Tecnólogo,Centro-Oeste,418,178,2023
Redes De Computadores,Privada,Tecnólogo,Nordeste,290,44,2023
Redes De Computadores,Privada,Tecnólogo,Norte,14,0,2023
Redes De Computadores,Privada,Tecnólogo,Sudeste,5066,1708,2023
Redes De Computadores,Privada,Tecnólogo,Sul,4673,1778,2023
Refrigeração E Climatização,Privada,Tecnólogo,Sul,155,14,2023
Relações Internacionais,Privada,Bacharelado,Centro-Oeste,170,69,2023
Relações Internacionais,Privada,Bacharelado,Nordeste,42,12,2023
Relações Internacionais,Privada,Bacharelado,Sudeste,2314,927,2023
Relações Internacionais,Privada,Bacharelado,Sul,3019,1281,2023
Relações Públicas,Privada,Bacharelado,Nordeste,32,10,2023
Relações Públicas,Privada,Bacharelado,Sudeste,1079,451,2023
Relações Públicas,Privada,Bacharelado,Sul,1108,420,2023
Rádio E Tv,Privada,Bacharelado,Sudeste,105,48,2023
"Rádio, Tv E Internet",Privada,Bacharelado,Sudeste,1,0,2023
Saneamento Ambiental,Privada,Tecnólogo,Sudeste,4,4,2023
Saneamento Ambiental,Privada,Tecnólogo,Sul,848,128,2023
Saúde Coletiva,Privada,Bacharelado,Sudeste,5,1,2023
Saúde Coletiva,Privada,Tecnólogo,Sudeste,53,9,2023
Secretariado,Privada,Tecnólogo,Centro-Oeste,245,141,2023
Secretariado,Privada,Tecnólogo,Nordeste,3,1,2023
Secretariado,Privada,Tecnólogo,Sudeste,1169,420,2023
Secretariado,Privada,Tecnólogo,Sul,3657,1612,2023
Secretariado Executivo,Privada,Bacharelado,Centro-Oeste,46,8,2023
Secretariado Executivo,Privada,Bacharelado,Sudeste,780,352,2023
Secretariado Executivo,Privada,Bacharelado,Sul,250,66,2023
Secretariado Executivo,Privada,Tecnólogo,Sudeste,20,13,2023
Secretariado Executivo,Privada,Tecnólogo,Sul,313,0,2023
Secretariado Executivo - Bilíngue,Privada,Bacharelado,Centro-Oeste,70,29,2023
Secretariado Executivo Trilíngue,Privada,Bacharelado,Sudeste,30,10,2023
Segunda Licenciatura Em Pedagogia,Privada,Licenciatura,Centro-Oeste,32,5,2023
Segunda Licenciatura Em Pedagogia,Privada,Licenciatura,Sul,15,3,2023
Segurança Alimentar,Privada,Tecnólogo,Sul,643,364,2023
Segurança Da Informação,Privada,Tecnólogo,Centro-Oeste,174,79,2023
Segurança Da Informação,Privada,Tecnólogo,Nordeste,206,51,2023
Segurança Da Informação,Privada,Tecnólogo,Sudeste,2094,855,2023
Segurança Da Informação,Privada,Tecnólogo,Sul,661,273,2023
Segurança No Trabalho,Privada,Tecnólogo,Centro-Oeste,169,40,2023
Segurança No Trabalho,Privada,Tecnólogo,Nordeste,63,28,2023
Segurança No Trabalho,Privada,Tecnólogo,Sudeste,6003,2362,2023
Segurança No Trabalho,Privada,Tecnólogo,Sul,12350,6920,2023
Segurança No Trânsito,Privada,Tecnólogo,Nordeste,59,17,2023
Segurança No Trânsito,Privada,Tecnólogo,Sudeste,803,311,2023
Segurança No Trânsito,Privada,Tecnólogo,Sul,500,73,2023
Segurança Privada,Privada,Tecnólogo,Nordeste,29,11,2023
Segurança Privada,Privada,Tecnólogo,Sudeste,254,135,2023
Segurança Privada,Privada,Tecnólogo,Sul,41,19,2023
Segurança Pública,Privada,Tecnólogo,Centro-Oeste,694,239,2023
Segurança Pública,Privada,Tecnólogo,Nordeste,633,195,2023
Segurança Pública,Privada,Tecnólogo,Norte,188,68,2023
Segurança Pública,Privada,Tecnólogo,Sudeste,8634,2942,2023
Segurança Pública,Privada,Tecnólogo,Sul,12687,4418,2023
Segurança Pública,Pública,Tecnólogo,Sudeste,398,83,2023
Segurança Pública,Pública,Tecnólogo,Sul,142,0,2023
Service Design,Privada,Tecnólogo,Nordeste,30,11,2023
Service Design,Privada,Tecnólogo,Sudeste,5,3,2023
Serviço Social,Privada,Bacharelado,Centro-Oeste,1495,804,2023
Serviço Social,Privada,Bacharelado,Nordeste,1122,544,2023
Serviço Social,Privada,Bacharelado,Norte,184,3,2023
Serviço Social,Privada,Bacharelado,Sudeste,16362,7740,2023
Serviço Social,Privada,Bacharelado,Sul,26433,16542,2023
Serviço Social,Pública,Bacharelado,Sudeste,27,2,2023
Serviços Judiciais,Privada,Tecnólogo,Nordeste,14,8,2023
Serviços Judiciais,Privada,Tecnólogo,Sudeste,322,161,2023
Serviços Judiciais,Privada,Tecnólogo,Sul,52,20,2023
Serviços Jurídicos,Privada,Tecnólogo,Centro-Oeste,125,38,2023
Serviços Jurídicos,Privada,Tecnólogo,Sudeste,50,9,2023
Serviços Jurídicos,Privada,Tecnólogo,Sul,194,67,2023
Serviços Jurídicos E Notariais,Privada,Tecnólogo,Centro-Oeste,79,7,2023
Serviços Jurídicos E Notariais,Privada,Tecnólogo,Nordeste,385,141,2023
Serviços Jurídicos E Notariais,Privada,Tecnólogo,Sudeste,2588,771,2023
Serviços Jurídicos E Notariais,Privada,Tecnólogo,Sul,2606,1225,2023
"Serviços Jurídicos, Cartoriais E Notariais",Privada,Tecnólogo,Sudeste,50,30,2023
"Serviços Jurídicos, Cartorários E Notariais",Privada,Tecnólogo,Centro-Oeste,295,179,2023
"Serviços Jurídicos, Cartorários E Notariais",Privada,Tecnólogo,Nordeste,21,12,2023
"Serviços Jurídicos, Cartorários E Notariais",Privada,Tecnólogo,Sudeste,409,205,2023
